"id","date","state","city","department","victim_number","victim_weight","reported_pitbull","actual_breed","source","source2","source3","victim_name","officer_name","seizure","survival","children","hospitalization","hospitalization_police_injury","arrest","fine","uniform","warrant_or_pc","beware_of_dog","suspension","firing","lawsuit","criminal_charge"
246,"2012-11-16","Alabama","Birmingham","Birmingham Police Department",1,2,0,"Unconfirmed","http://blog.al.com/spotnews/2012/11/birmingham_police_shoot_dog_du.html",,,"Unknown","Unknown",1,0,0,0,0,2,2,"Uniform",1,2,0,0,2,0
247,"2012-02-15","Maryland","Druid Hill Park","Baltimore Police Department",1,2,1,"Mastiff and Pit Bull mix 2yo","http://articles.baltimoresun.com/2012-02-17/news/bal-city-police-officer-shoots-kills-dog-in-druid-hill-park-after-attack-20120217_1_pit-bull-police-dog-dog-fight",,,"Mann","Jake Corbett",2,0,0,0,0,0,2,"Uniform",3,3,2,2,2,2
248,"2012-08-26","Vermont","Pownal","Bennington County Sheriffâ€™s Department",1,2,1,"Unconfirmed","http://www.vttoday.com/deputy-resigns-after-dog-shooting-report/",,,"Maxx","Donald Loveland",0,0,0,0,0,0,0,"Plain Clothes",0,2,1,1,2,2
249,"2012-05-15","Florida","Miami","Miami-Dade Police Department",1,50,0,"Dutch Shepard 7yo","http://www.huffingtonpost.com/2012/05/16/miami-dade-police-shoot-dog_n_1521203.html",,,"Bosha","Unknown",2,0,0,0,0,2,2,"Uniform",3,3,2,2,2,2
250,"2012-07-03","Louisiana","Lake Charles","Lake Charles Police Department",1,2,0,"Unconfirmed","http://www.kplctv.com/story/18942928/outrage-grows-over-police-shooting-of-dog-named-monkey",,,"Monkey","Unknown",2,0,0,0,0,0,2,"Uniform",2,2,2,2,2,0
251,"2011-04-02","California","Berkeley","City of Berkeley Police Department",1,50,1,"Pit Bull","http://www.berkeleydailyplanet.com/issue/2011-03-30/article/37614?headline=Brutality-Charged-as-Berkeley-Police-Shoot-Pet-Dog",,,"Rock AKA Big Baby","Unknown SWAT Team",1,0,0,0,0,0,0,"Uniform",0,0,0,0,2,0
255,"2013-01-04","Alabama","Birmingham","Birmingham Police Department",1,50,0,"Labrador 4yo","http://blog.al.com/spotnews/2013/01/birmingham_police_shot_and_kil.html",,,"Bella","Unknown",0,0,0,0,0,0,2,"Uniform",1,2,0,0,2,0
256,"2013-12-01","Texas","Schertz","Schertz Police Department",1,50,0,"Shar Pei","http://www.kens5.com/news/Sharpei-euthanized-Schertz-owner-says-police--181924041.html",,,"Sammy","Unknown",1,0,0,0,0,0,2,"Uniform",3,3,0,0,2,0
257,"2012-11-02","Virginia","Charles City","Charles City Animal Control",1,50,0,"Labrador Puppy 18 months old","http://wtvr.com/2012/11/08/animal-control-officer-shoots-dog/",,,"Axel","Franklin Bates",2,0,1,0,0,0,2,"Not Sure",3,3,2,2,2,2
261,"2013-07-20","Texas","Cypress","Houston Police Department",1,50,0,"Boxer 4yo","http://www.khou.com/news/local/HPD-officer-shoots-pet-boxer-after-alleged-attack--214672271.html","http://abc13.com/archive/9166175/",,"Gunner","Mark Condon",0,0,2,0,0,0,0,"Plain Clothes",3,3,2,2,2,2
264,"2013-01-18","California","Selma","Selma Police Department",5,2,1,"Unconfirmed","http://www.kmph-kfre.com/story/20757982/cop-shoots-kills-5-dog-at-animal-shelter",,,"Unknown","Unknown",0,0,0,0,0,0,0,"Uniform",2,1,2,0,0,0
267,"2013-02-28","Michigan","Grand Rapids","Grand Rapids Police Department",1,50,1,"Pit Bull 4yo","http://www.mlive.com/news/grand-rapids/index.ssf/2013/02/owners_of_pit_bull_shot_by_pol.html#incart_river_default",,,"Chewy AKA Chewey","Two Unknown Police",0,0,1,2,2,1,1,"Uniform",3,2,2,2,2,0
268,"2013-02-26","Indiana","Fishers","US Marshalls and Fishers Police Department",1,10,0,"Rat Terrier","http://www.theindychannel.com/news/local-news/police-no-charges-for-us-marshal-who-shot-small-dog",,,"Reese","William Brown",0,1,0,0,0,0,0,"Plain Clothes",3,3,0,0,2,0
269,"2013-01-14","Colorado","Denver","Adams County Sheriffs Department",1,30,0,"Border Collie and Blue Heeler mix 8yo","http://www.9news.com/story/local/2013/03/01/1845472/",,,"Ziggy","Wilfred Europe III - shooter, David Slater",2,0,0,0,0,0,2,"Uniform",0,2,1,0,2,0
274,"2013-03-15","New York","Rochester","Rochester Police Department",1,50,1,"Pit Bull","http://www.copblock.org/28722/rochester-ny-police-officer-shoots-familys-dog-in-the-face/",,,"Choco","ID Number 1270",0,1,0,0,0,2,1,"Uniform",2,2,2,2,2,2
275,"2013-03-08","Utah","Ogden","Ogden Police Department",1,50,0,"German Shepherd","http://fox13now.com/2013/03/11/owners-outraged-after-ogden-officers-shoot-kill-dogs/",,,"Jesse","Two Unknown Police",2,0,0,0,0,0,2,"Uniform",3,2,0,0,2,0
277,"2013-03-29","Washington","Auburn","Auburn Police Department",1,50,1,"Pit Bull 7yo","http://www.komonews.com/news/local/Auburn-police-officer-shoots-kills-familys-pit-bull-200668251.html",,,"Auburn","Unknown",2,0,0,0,0,0,2,"Uniform",0,2,0,0,2,0
278,"2012-12-24","Illinois","Hazel Crest","Village Of Hazel Crest Police Department",1,50,0,"Rhodesian Ridgeback 6yo","http://chicago.cbslocal.com/2012/12/26/hazel-crest-cops-shoot-kill-dog-during-search-for-fugitive/
http://reason.com/blog/2013/04/04/cops-open-gate-letting-dog-loose-kill-do",,,"Kobi","N Lagunas and James Rollins",2,0,0,0,0,0,1,"Uniform",0,2,0,0,1,0
279,"2013-04-05","Tennessee","Memphis","Memphis Police Department",1,30,1,"Unconfirmed 18 months old","http://wreg.com/2013/04/05/police-officer-shoots-familys-dog/",,,"Marley","Unknown",1,0,0,0,0,0,2,"Uniform",3,3,2,0,2,0
280,"2013-04-06","New York","Staten Island","NYPD",1,50,1,"Pit Bull","http://www.silive.com/news/index.ssf/2013/04/staten_island_pit_bull_has_die.html",,,"Baby Girl","Julie Moschella and Unknown Male Officer",1,0,0,1,0,0,2,"Uniform",3,3,0,0,1,0
281,"2013-03-29","Massachusetts","Wilbraham","Wilbraham Police Department",1,50,1,"Pit Bull","http://www.masslive.com/news/index.ssf/2013/04/wilbraham_police_say_they_were.html",,,"Jager Michael","Peter Laviolette and Thomas Korzec",2,0,0,0,0,0,2,"Uniform",0,1,2,2,2,2
282,"2013-04-27","California","San Lorenzo","Alameda County Sheriff's Office",4,2,1,"Unconfirmed","http://www.mercurynews.com/breaking-news/ci_23133187/deputies-shoot-four-pit-bulls-killing-three-while",,,"Unknown","Two Unknown Police",1,0,0,0,0,0,2,"Uniform",1,2,2,2,2,2
284,"2013-03-21","Georgia","Manchester","Manchester Police Department",1,50,0,"Boxer and Beagle mix 2yo","http://www.wsbtv.com/news/news/local/woman-wants-animal-control-officer-fired-after-fam/nXghk/",,,"Ella","Animal Control Officer Danny Gibson and Two Unknown Police",0,0,0,0,0,0,2,"Not Sure",3,3,0,0,2,0
285,"2013-05-05","Colorado","Dacono","Dacono Police Department",1,2,1,"Unconfirmed","http://kdvr.com/2013/05/06/dacono-police-shoot-emotional-service-dog-after-it-rushes-officers/",,,"Mongo","Two Unknown Police",0,1,0,0,0,0,2,"Uniform",3,3,0,0,2,0
286,"2013-05-13","Illinois","McHenry","North Central Narcotics Task Force",1,100,0,"German Shepherd and Rottweiler mix","http://www.nwherald.com/2013/05/10/mchenry-woman-questions-why-dog-shot-in-drug-raid/aixi9b7/",,,"Buck","Unknown SWAT Team",1,0,0,0,0,1,1,"Uniform",1,2,0,0,2,0
288,"2013-05-17","Illinois","Chicago","Chicago Police Department and Independent Police Review Authority",1,30,1,"Pit Bull puppy 4 months","http://www.nbcchicago.com/news/local/chicago-police-officer-shoots-neighbor-pit-bull-dog-207970631.html",,,"Maximus","Michael McGlade, Don Kumiga and Michael Kumiga",0,0,1,0,0,0,1,"Plain Clothes",3,3,2,2,1,2
289,"2013-05-19","Illinois","Dowell","Jackson County Police Department",1,50,0,"Beagle and Labrador mix","http://www.kfvs12.com/story/22401199/dowell-family-looks-for-answers-after-dog-shot",,,"Boots","Officer Marvin Smith and Mayor Dennis Stewart",0,0,0,0,0,0,2,"Uniform",3,3,2,2,2,0
290,"2013-05-24","Washington","Fife","Fife Police Department SWAT Team",1,2,0,"Unconfirmed","http://www.komonews.com/news/local/Mother-begs-Fife-police-Please-dont-shoot-my-son-208904851.html",,,"Unknown","Unknown SWAT Team",1,0,0,0,0,1,1,"Uniform",1,2,0,0,0,0
291,"2013-04-04","California","Escondido","San Marcos Sheriff's Department",1,50,1,"Labrador and Pit Bull Mix 4yo","http://www.sandiego6.com/home/related/248630721.html",,,"Jack","Two Unknown Police",2,0,0,0,0,0,2,"Uniform",3,3,0,0,2,0
292,"2013-05-24","Arkansas","Prairie Grove","Prairie Grove Police Department",1,2,0,"Unconfirmed","http://www.4029tv.com/news/arkansas/northwest/police-dogs-shooting-justified-owners-disagree/20342866#!bPE4LI",,,"Unknown","Michael Palmer",1,0,0,0,0,0,1,"Uniform",0,2,0,0,2,0
293,"2013-06-03","New York","Buffalo","Buffalo Police Department",1,30,1,"Pit Bull 2yo","http://www.wgrz.com/news/article/216867/1/Dog-Killed-In-Police-Raid","http://www.buffalonews.com/city-region/federal-court/lawsuit-filed-over-buffalo-police-shooting-that-killed-pet-dog-20151010","http://www.wgrz.com/story/news/2015/08/28/pit-bull-shooting-buffalo/71333584/","Cindy","Detective Joseph Cook - shooter, John Garcia, Brenda Callahan, Michael DeGeorge, unidentified SWAT officers",1,0,0,0,0,0,1,"Uniform",1,2,2,2,1,0
295,"2013-06-20","California","El Monte","El Monte Police Department",1,50,0,"German Shepherd","http://www.dailynews.com/news/ci_23511786/el-monte-family-outraged-over-police-shooting-pet",,,"Kiki","A. Castillo",1,0,1,0,0,0,0,"Uniform",0,1,2,2,2,0
296,"2013-06-17","California","Concord","Concord Police Department",1,10,0,"Cocker Spaniel 13yo","http://www.mercurynews.com/breaking-news/ci_23530614/concord-owners-cocker-spaniel-shot-by-police-seek",,,"Kirby","Two Unknown Police",0,1,0,0,0,0,0,"Uniform",0,2,0,0,2,0
297,"2013-06-24","Alabama","Northport","Northport Police Department",1,50,1,"Pit Bull 3yo","http://blog.al.com/tuscaloosa/2013/06/northport_police_officer_shoot.html",,,"Cage","Unknown police and animal control officer",2,0,0,0,0,0,1,"Uniform",0,2,0,0,2,0
298,"2013-06-01","Oklahoma","Enid","North Enid Police Department",1,50,0,"American Bulldog","http://www.news9.com/story/22756694/enid-woman-wants-justice-after-police-shoot-kill-family-dog",,,"Diego","Marty Schubert",0,0,0,0,0,0,2,"Uniform",3,2,0,0,2,0
299,"2013-07-10","Wisconsin","Marshfield","Marshfield City Police Department",1,2,1,"Unconfirmed","http://www.wausaudailyherald.com/article/20130711/WDH0101/307110352/Marshfield-police-shoot-kill-dog",,,"Unknown","Unknown",2,0,0,0,0,0,2,"Uniform",3,2,2,0,2,0
300,"2009-06-08","Virginia","Danville","Danville Police Department",1,1,0,"Miniature Dachshund","http://www.whsv.com/home/headlines/50493927.html",,,"Killer","Murrill McLean",2,0,0,0,0,0,2,"Uniform",2,0,1,1,2,2
301,"2012-01-11","Washington","Bellingham","Bellingham Police Department",1,50,0,"Labrador Mix","http://www.kirotv.com/news/news/dog-shot-bellingham-officer/nGLq9",,,"Athena","Unknown",2,1,0,0,0,2,2,"Uniform",0,2,0,0,2,0
302,"2013-07-13","Washington","Bellingham","Bellingham Police Department",1,2,1,"Unconfirmed","https://web.archive.org/web/20130718061535/http://www.komonews.com/news/local/Pit-bull-shot-dead-after-attacking-3-Bellingham-cops-215447691.html",,,"Unknown","3 Unknown police",1,0,1,1,0,1,1,"Uniform",1,3,0,0,0,0
303,"2013-02-21","Ohio","Sandusky","Sandusky Police Department",1,100,0,"Rottweiler","http://www.nbc24.com/news/story.aspx?id=866242",,,"Lucy","Brad Wilson",1,0,0,0,0,0,1,"Uniform",0,2,0,0,2,0
304,"2013-08-07","Maryland","Capitol Heights","Capitol Heights Police Department",1,2,0,"Unconfirmed Puppy 9 months old","http://www.wusa9.com/news/article/269779/373/Capitol-Heights-Police-shoot-familys-dog",,,"Cash","Unknown",0,1,1,0,0,0,2,"Not Sure",0,2,0,0,2,0
305,"2013-08-04","Florida","Warrington","Escambia County Sheriff's Department",2,2,1,"Unconfirmed","http://tampa.cbslocal.com/2013/08/09/police-shoot-2-dogs-after-climbing-through-couples-open-window/",,,"Gracie and Rocky","Six Unknown Police",1,0,0,0,0,0,2,"Uniform",0,2,1,0,2,0
306,"2013-07-11","New York","Rochester","Rochester Police Department",1,50,0,"Belgian Sheperd 9yo","http://www.democratandchronicle.com/article/20130813/NEWS01/308130052/floyd-james-rochester-police",,,"Cinnamon","Chris Burgstrom",1,1,0,0,0,1,1,"Uniform",3,2,0,0,2,0
309,"2013-04-24","Texas","Austin","Austin Police Department",1,50,0,"German Shepherd 9yo","http://www.myfoxaustin.com/story/22659032/austin-man-fights-for-dog-shiner-after-he-says-police-killed-him",,,"Shiner Bock","Unknown",1,0,0,0,0,0,2,"Uniform",1,3,0,0,1,0
586,"2012-01-17","Georgia","Conley","DeKalb County Police Department",1,50,0,"German Shepherd","http://www.wsbtv.com/news/news/local/Family-dog-killed-mix-up/nGPnF/",,,"Easy","Unknown",2,0,0,0,0,0,2,"Uniform",0,1,0,0,0,0
684,"2009-09-25","Texas","Arlington","Arlington Police Department",1,2,0,"Basset Hound and Rottweiler mix","http://www.star-telegram.com/2012/01/17/3666879/arlington-police-clear-officer.html",,,"Unknown","Jesse Davis and Mark Gremillion",1,1,1,0,0,0,2,"Uniform",3,3,2,0,0,0
685,"2013-06-10","Ohio","North Ridgeville","North Ridgeville Police Department",5,1,0,"cats, 2 months old","http://rt.com/usa/cop-accorti-kittens-shooting-669/",,,"Unknown","Barry Accorti",2,0,1,0,0,3,3,"Uniform",1,3,0,0,0,0
686,"2014-01-21","Nebraska","Bloomfield","Bloomfield Police Department",1,1,0,"Cat","http://www.lifewithcats.tv/2014/03/07/call-for-action-after-police-officer-traps-and-kills-pet-cat/",,,"Larry","Wally Holz",1,0,0,0,0,0,0,"Not Sure",3,3,0,0,2,0
687,"2008-03-22","Pennsylvania","Cecil Township","Cecil Township Police Department",1,1,0,"Cat 10yo","http://www.wpxi.com/news/news/familys-cat-shot-killed-by-police-officer/nGZ4C/",,,"Elmo","Unknown",1,0,0,0,0,0,0,"Uniform",3,3,0,0,0,0
688,"2011-08-27","Ohio","Lebanon","Lebanon City Police Department",1,1,0,"Cat","http://www.officer.com/news/10342180/family-wants-policy-changed-after-ohio-police-kill-cat",,,"Haze","Unknown",1,0,0,0,0,0,2,"Uniform",3,3,0,0,2,0
689,"2012-06-23","South Dakota","Rapid City","Rapid City Police Department and Game Fish &amp; Parks",1,100,0,"Mountain Lion","http://bit.ly/LJGUou",,,"Unknown Mountain Lion","Two Unknown Police",1,0,0,0,0,3,3,"Uniform",1,3,0,0,0,0
690,"2012-06-15","South Dakota","Rapid City","Rapid City Police Department and Game Fish &amp; Parks",1,100,0,"Mountain Lion","http://bit.ly/LJGUou",,,"Unknown Mountain Lion","Unknown",1,0,0,0,0,0,3,"Uniform",3,3,0,0,0,0
691,"2007-12-25","California","San Francisco","San Francisco Police Department",1,100,0,"Tiger","http://bigcatrescue.org/calif-cops-recount-how-they-shot-down-raging-tiger/",,,"Tatiana - Siberian Tiger","Scott Biggs, Yukio &ldquo;Chris&rdquo; Oshita, Kevin O&rsquo;Leary and Daniel Kroos",1,0,0,1,0,0,2,"Uniform",3,3,0,0,0,0
692,"2007-10-26","Nevada","Summerlin","Las Vegas Police Department",1,10,0,"Bobcat","http://www.8newsnow.com/Global/story.asp?S=7273606",,,"Unknown Bobcat","Unknown",1,0,0,0,0,3,3,"Uniform",1,3,0,0,0,0
693,"2010-08-31","California","Berkeley","Berkeley Police Department",1,100,0,"Mountain Lion","http://bigcatrescue.org/police-kill-mtn-lion-near-berkeley-restaurant/",,,"Unknown Mountain Lion","Unknown",1,0,0,0,0,3,3,"Uniform",0,3,0,0,0,0
694,"2009-09-10","Montana","Raymore","Raymore City Police Department",1,1,0,"Cat 19yo","http://www.examiner.com/article/police-shoot-house-cat-with-a-shotgun-field-no-charges-are-expected",,,"Tobey","Unknown",1,0,0,0,0,0,0,"Uniform",3,3,0,0,2,0
695,"2014-08-07","Massachusetts","Framingham","Framingham Police Department",1,10,0,"Fox","http://patch.com/massachusetts/framingham/framingham-police-kill-possible-rabid-fox-after-it-attacked-3-people#.VAtfsvldXW4",,,"Unknown Fox","William Sage",1,0,0,0,0,3,3,"Uniform",3,3,0,0,0,0
696,"2013-01-18","Florida","Fort Lauderdale","Fort Lauderdale Police Department",2,2,0,"Unconfirmed","http://articles.sun-sentinel.com/2013-01-18/news/fl-ftl-police-shoot-dog-20130118_1_dog-owners-large-dog-broward-animal-control-officers",,,"Two Unknown Dogs","Unknown",1,0,0,0,0,2,2,"Uniform",0,3,0,0,0,0
697,"2013-05-21","Texas","Boerne","Boerne Police Department",1,1,0,"Cat","http://www.dailymail.co.uk/news/article-2330402/Off-duty-Texas-police-officer-arrested-shooting-neighbours-cat-arrow.html",,,"Bobby","Lance DeLeon",0,1,0,0,0,0,0,"Plain Clothes",0,3,1,1,2,1
698,"2014-08-20","Maine","Westbrook","Gorham Police Department",1,10,0,"Cat","http://www.pressherald.com/2014/09/04/stray-cat-suspected-of-having-rabies-recovering-from-police-shotgun-blast/",,,"Clark the cat","Unknown",1,1,0,0,0,3,3,"Uniform",3,3,0,0,0,0
699,"2013-01-15","Ohio","Stryker","Stryker Police Department",20,1,0,"Cat","http://www.13abc.com/story/21810409/stryker-police-under-investigation-for-allegedly-killing-cats",,,"Unknown","Police Chief Steve Schlosser and multiple unknown officers",1,0,0,0,0,0,0,"Not Sure",0,3,1,0,0,1
700,"2012-07-31","New York","Elmsford","Elmsford Police Department",1,1,0,"Cat","http://greenburgh.dailyvoice.com/police-fire/elmsford-police-shoot-rabid-cat-after-attack",,,"Unknown Cat","Unknown",1,0,0,1,0,3,3,"Uniform",3,3,0,0,0,0
701,"2013-07-18","Illinois","Crown Point","Crown Point Police Department",2,50,0,"Siberian Husky","http://posttrib.suntimes.com/news/lake/21402320-418/crown-point-police-shoot-2-siberian-huskies.html#.VAt3YvldXW4",,,"Two Unknown Dogs","Unknown",1,0,0,0,0,3,3,"Uniform",3,3,0,0,0,0
702,"2010-03-24","New Jersey","Clinton Township","Township of Clinton Police Department",1,1,0,"Cat","http://www.nj.com/hunterdon-county-democrat/index.ssf/2010/03/clinton_twp_police_shoot_wild.html",,,"Unknown Wild Cat","Unknown",1,0,0,0,0,3,3,"Uniform",3,3,0,0,0,0
703,"2014-08-05","Kansas","Derby","Derby Police Department",2,50,1,"Siberian Husky and Pit Bull","http://www.kwch.com/news/local-news/derby-police-capture-two-vicious-dogs-one-shot/26980108",,,"Two Unknown Dogs","Unknown",1,2,0,0,0,2,2,"Uniform",3,3,0,0,0,0
704,"2008-04-14","Illinois","Chicago","Chicago Police Department",1,100,0,"Cougar","http://latimesblogs.latimes.com/unleashed/2008/04/police-shoot-wi.html",,,"Unknown Cougar","Unknown",1,0,0,0,0,3,3,"Uniform",3,3,0,0,0,0
705,"2012-10-05","Massachusetts","Boston","Boston Police Department",2,50,1,"Pit Bull","http://www.wcvb.com/news/local/metro/Police-shoot-out-of-control-dog-in-East-Boston/16884132",,,"Bruin and Unknown Dog","Unknown",1,2,0,1,0,0,2,"Uniform",3,3,0,0,0,0
706,"2008-11-20","Missouri","Kansas City","Kansas City Missouri Police Department",1,10,0,"Serval","http://www.heartlandconnection.com/news/story.aspx?id=226103#.VAt7H_ldXW4",,,"Unknown Serval","Unknown",1,0,0,0,0,3,3,"Uniform",3,3,0,0,0,0
707,"2013-12-31","Ohio","Lorain","Lorain Police Department",1,50,0,"Labrador","http://chronicle.northcoastnow.com/2014/01/02/police-shoot-kill-dog-owner-ticketed/",,,"Champion","Unknown",2,0,0,0,0,0,1,"Uniform",1,2,0,0,2,0
708,"2012-10-04","Iowa","Des Moines","Des Moines Police Department",1,100,0,"Mountain Lion","http://www.koat.com/news/Police-shoot-mountain-lion-in-back-yard/16857684",,,"Unknown Mountain Lion","Unknown",1,0,0,0,0,3,3,"Uniform",3,3,0,0,0,0
709,"2011-10-19","Ohio","Zanesville","Muskingum County Sheriff&#039;s Office",49,100,0,"Various Exotic Animals","http://www.foxnews.com/us/2011/10/19/exotic-animals-on-loose-in-ohio-after-park-owner-found-dead/",,,"A wolf, six black bears, two grizzly bears, nine male lions, eight lionesses, a baboon, three mountain lions and 18 tigers","Multiple officers",1,0,0,0,0,0,0,"Uniform",3,3,0,0,0,0
710,"2014-08-31","Iowa","Ottumwa","Ottumwa Police Department",1,50,1,"Pit Bull","http://www.ottumwaeveningpost.com/9470/87459/a/ottumwa-police-officer-shoots-pit-bull",,,"Unknown Pit Bull","Unknown",1,1,0,0,0,1,1,"Uniform",1,2,0,0,2,0
711,"2012-03-09","California","Redding","Redding Police Department",2,10,1,"Chihuahua pregnant 2yo and Boxer Puppy 8 months old","http://www.redding.com/news/redding-police-wont-release-reports-fatal-dog-shoo",,,"Two Unknown Dogs Chihuahua and Boxer","Unknown",1,0,2,0,0,0,2,"Uniform",1,0,0,0,0,0
712,"2007-05-01","California","Stockton","San Joaquin County Sheriff&#039;s Office",1,100,0,"Rottweiler mix","http://www.gpo.gov/fdsys/pkg/USCOURTS-caed-2_08-cv-00543/pdf/USCOURTS-caed-2_08-cv-00543-1.pdf",,,"Daisy","Terry Breitmaier, a sergeant, one other deputy, two environmental health workers and two code enforcement officers",0,1,1,0,1,0,2,"Uniform",1,2,0,0,1,0
713,"2008-01-04","Ohio","Lima","Lima Police Department",2,50,1,"Pit Bull","http://www.toledoblade.com/frontpage/2008/01/06/Lima-on-edge-after-police-kill-woman-wound-1-year-old-child-in-drug-raid.html",,,"Two Unknown Dogs","Joe Chavalia and SWAT Team",1,0,1,0,1,1,1,"Uniform",1,2,1,2,1,1
714,"2012-03-30","Minnesota","Minneapolis","Minneapolis Police Department",2,2,1,"Unconfirmed","http://minnesota.cbslocal.com/2012/03/30/police-officer-shot-wounded-in-north-minneapolis/",,,"Two Unknown Dogs","Unknown",1,0,0,0,1,1,1,"Uniform",1,3,2,2,0,0
715,"2011-02-26","Montana","Marble Hill","Bollinger County Sheriffs Office",1,1,0,"Chihuahua","http://www.kfvs12.com/Global/story.asp?S=14362367",,,"Unknown Chihuahua","Kelly Barks",1,0,0,0,0,1,1,"Uniform",1,2,1,1,0,1
716,"2012-02-19","Montana","Chaffee","Chaffee Police Department",1,10,0,"Rat Terrier and Shi Tzu mix","http://www.semissourian.com/story/1828925.html",,,"Lexi","Robert Ludwig, Chaffee Mayor Steve Loucks, Police Chief Jim Chambers, city employee Mark Lueder",1,0,0,0,0,0,0,"Not Sure",0,3,0,0,2,0
717,"2010-12-21","Georgia","Jonesboro","Clayton County Police Department",1,50,0,"Golden Retriever 7yo","http://abcnews.go.com/US/family-dog-fatally-shot-police-officer/story?id=12444180#.T5WmEVGWfna",,,"Boomer","Unknown",0,0,0,0,0,0,2,"Uniform",0,0,0,0,2,0
718,"2008-12-04","Maryland","Waldorf","Saint Charles County Sheriffs Department",1,50,0,"Sheepdog","http://www.nbcwashington.com/news/local/Kids-Watch-Police-Shoot-Family-Dog.html",,,"Dixie","Two Unknown Police",0,2,1,0,0,0,0,"Uniform",0,2,0,0,0,0
719,"2010-09-08","Kentucky","Lexington","Lexington-Fayette Urban County Division of Police",1,100,0,"Rottweiler 10yo","http://www.kentucky.com/2010/09/10/1427064_lexington-officer-shoot-kills.html?rh=1",,,"Rocky","Aaron Greenleaf",0,0,1,0,0,0,0,"Uniform",0,1,0,0,2,0
720,"2012-04-07","Indiana","Goshen","Elkhart County Sheriffs Department",1,50,0,"Red Heeler and Labrador mix","http://articles.wsbt.com/2012-04-07/dog-owner_31306272",,,"Charlie","Mike Daly",0,0,0,0,0,0,0,"Uniform",0,2,0,0,2,0
722,"2012-03-01","Florida","Saint Petersburg","Saint Petersburg Police Department",1,2,1,"Unconfirmed","http://www.tampabay.com/news/publicsafety/st-pete-police-shoot-and-kill-dog-while-responding-to-disturbance/1218013",,,"Phero","Jeremy Hayes",2,0,2,0,0,0,2,"Uniform",1,2,0,0,0,0
723,"2014-01-09","Florida","Saint Petersburg","Saint Petersburg Police Department",1,50,0,"German Shepherd","http://www.tampabay.com/news/publicsafety/st-pete-officer-shoots-and-kills-german-shepherd-near-williams-park/2160413","http://www.abcactionnews.com/news/region-south-pinellas/st-petersburg/video-shows-the-aftermath-of-what-happens-when-st-pete-police-shoot-and-kill-a-mans-dog",,"Tazzy","Steven L. Laurenzi",1,0,0,0,0,1,1,"Uniform",3,3,0,0,0,0
724,"2010-09-12","Florida","Saint Petersburg","Saint Petersburg Police Department",2,50,0,"Chesapeake Bay Retriever and Rottweiler","http://www.theledger.com/article/20100913/NEWS/9135076",,,"Quincy and Missy","Slobodan Juric",2,0,1,0,0,0,2,"Uniform",3,3,2,2,2,0
725,"2000-10-04","Florida","Saint Petersburg","Saint Petersburg Police Department",1,2,0,"Unconfirmed","http://www.sptimes.com/News/100500/SouthPinellas/St_Petersburg_officer.shtml",,,"Unknown","Unknown",2,0,2,0,0,2,2,"Uniform",1,2,0,0,0,0
726,"2000-09-30","Florida","Saint Petersburg","Saint Petersburg Police Department",1,30,1,"Unconfirmed","http://www.sptimes.com/News/100500/SouthPinellas/St_Petersburg_officer.shtml",,,"Unknown Pit Bull","Jack Soule",2,0,0,0,0,2,2,"Uniform",2,2,0,0,2,0
727,"2011-08-03","Florida","Saint Petersburg","Pinellas County Sheriff&#039;s Department",2,50,1,"Labrador and American Bulldog mix","http://pinellascounty.wtsp.com/news/news/73190-pinellas-deputies-shoot-dogs",,,"Two Unknown Labrador-American bulldogs","Two Unknown Police",1,0,2,0,0,0,1,"Uniform",3,3,0,0,0,0
728,"2011-08-19","Florida","Saint Petersburg","Saint Petersburg Police Department",2,2,1,"Unconfirmed","http://www.tampabay.com/news/publicsafety/pinellas-county-worker-injured-in-dog-attack/1187049",,,"Two Unknown Dogs Pit Bull and Boxer","Curtis Wright and Derwood Jones",1,0,2,1,0,3,3,"Uniform",1,3,0,0,0,0
729,"2011-08-01","Florida","Saint Petersburg","Saint Petersburg Police Department",1,2,1,"Unconfirmed","http://www.tampabay.com/news/publicsafety/crime/st-petersburg-police-officers-cleared-in-dog-shootings/1194407",,,"Unknown","Matthew Kirchgraber",0,2,2,0,0,3,3,"Uniform",1,3,0,0,0,0
730,"2013-01-19","Florida","Saint Petersburg","Saint Petersburg Police Department",1,50,0,"German Shepherd","http://www.tampabay.com/news/publicsafety/crime/st-petersburg-police-shoot-injure-dog-after-attack/1271442",,,"Unknown German Shepard","Unknown",1,1,2,0,0,0,2,"Uniform",3,3,0,0,0,0
731,"2009-07-25","Georgia","Atlanta","Atlanta Police Department",1,50,0,"Labrador","http://www.ajc.com/news/news/local/family-questions-police-shooting-of-dog/nQJRZ/",,,"Ciarra","Unknown",0,0,0,0,0,0,0,"Uniform",1,2,0,0,2,0
732,"2008-12-02","California","San Diego","San Diego Police Department",1,50,0,"American Staffordshire Terrier","http://www.sdcitybeat.com/sandiego/article-6073-do-everything-you-can-to-save-my-dog.html",,,"Egypt","Unknown Undercover Police (six)",1,0,0,0,0,1,1,"Plain Clothes",0,2,0,0,2,0
733,"2009-01-27","Florida","Saint Petersburg","Pinellas County Sheriff&#039;s Department",1,50,1,"Chow and Pit Bull mix 9yo","http://www.tampabay.com/news/publicsafety/pinellas-deputy-owner-differ-on-why-he-shot-chow-pit-bull-mix/971611",,,"Smoke","Robert McGuire",0,0,0,0,0,0,0,"Uniform",0,2,0,0,2,0
